text,sentiment
  mikefromtn chucknellis phillipnlegg jebbush  if realdonaldtrump is a conservative then im the pope and i am not tcot gopde,Negative
just woke up and im wondering was the gopdebate real or the most horrifying nightmare ive ever had,Negative
  biasedgirl oh hey so drafting off of trump maybe not the best idea gopdebate dumptrump  httpstcoau1mbqge7l,Negative
  connieschultz every candidate who wants to repeal obamacare should have to answer which americans lose their healthcare name your vi,Negative
  capeha j the president cant tell us what we got in the iran deal except he gave an entire speech about it yesterday gopdebate,Negative
disappointed with foxnews facilitators concentration on one person trump and overall feel of a reality show not a gopdebate,Negative
  pattonoswalt they call me eato corleone  chris christie gopdebate,Negative
  jaymekfraser funny memes weigh in on gopdebate a houstonchron collection httptcowktsbpopzv  moredebatesplease httptcoei,Negative
is it me or has gov christie slimmed down even more gopdebate,Negative
not a senior nor a junior at the gopdebate last night was fit for the presidency straighttalk what msm does not have the guts to say,Negative
  sma blackman bush knocked down the towers thogopdebate kkkorgop,Positive
i read gopdebate  fact checks today  did anyone tell the truth,Negative
hey look the kochbrothers r on the stage standing between bencarson amp trump gopdebate,Negative
the next gopdebate i believe carlyfiorina deserves a seat at the big table  tcot rednationrising pjnet,Positive
going on koolidge in 5 minutes to talk gopdebate and stewa s awful finale tune in httptcomxpd56ntwx,Negative
someone did a fact check on the debates last night they all get an f httptcopcogvboaow rolandsma in freedomside aflcio gopdebate,Negative
stephenathome heres my take on the gop debate httpstcovltnasvw0t gopdebate,Negative
"since foxnews wants to talk about campaign donations lets talk
rupe murdoch realdonaldtrump
gopdebate httptco7n0vljf2sn",Negative
listening to compton by drdre was more real than listening to the gopdebate,Negative
"gopdebate foxdebate donaldtrump megynkelly 
to sta  debate with a loaded sexist question was unfair amp disgusting httptcodaejooo1de",Negative
  dwstweets obamacare extends the solvency of medicare and makes prescription drugs more affordable thats the care seniors deserve o,Negative
republicans still talking about abo ion like its the 1960s gopdebate httptcotz6w74bk0i,Negative
gopdebate trumps 3am tweet brags of winning debate with a dumb panel by massive amount lessdumb panel would trounce him massively,Negative
  southsalem pyrrhic victory got ratings lost viewers foxnews gopdebate kellyfile chriscrowley,Negative
my summary of gopdebate candidates from last night mouthbreathing pasteeating poster children for the banality of evil,Negative
"george bush may have hated black people but realdonaldtrump hates all women

and mexicans

gopdebate whatadick ohmygodihatehimsomuch",Negative
"best line of the night

marcorubio gopdebate httptcozhnqhdpiln",Positive
  halsparks we should respect life from beginning to end unless its in iran then nuke em hard gopdebate,Negative
finally had the oppo unity to watch the gopdebate and i was honestly speechless,Negative
  ssreaney megynkelly moststupidq gopdebate 11 m illegals in this country amp chris wallace asks trump for proof that theyre crossin,Negative
a 3rd grader can debate like our political candidates if we stress on specifics  like an implementation plan we hear crickets gopdebate,Negative
  libbybeau the game aint wo h winning if youre breaking all the rules gopdebate,Negative
"women shouldnt have body rights
oh yeah i will go full fucking ca oon fascist to deny women body rights
 gopdebate in brief",Negative
dallas is a sanctuary city for illegal immigrants i believe if i have the definition of sanctuary city correct gopdebate,Negative
expose him now then he is the clintons problem not ours dumptrump gopdebate jigisup  httpstcomm2dvmcqqb,Negative
as much as i dont like realdonaldtrump the gopdebate was all about ripping him apa  the first question dragged on,Negative
  adamsmith_usa race was discussed for only seconds theres the republican pa y for you gopdebate,Negative
  larryfeltonj amazing how little attention was spent on police killing of black people defining national issue in at the moment gopd,Negative
omfg huckabee called out obama for vilifying people who disagree with him the irony gopdebate,Negative
  nvr2conservativ gopdebate revealed trump isnt all that paul amp christie didnt belong there but fiorina did jeb is establishment c,Negative
wait what there can be debate about who did best in last nights gopdebate but it ce ainly wasnt randpaul  httpstcowklkmkdfik,Negative
lost in all the insanity of the gopdebate was how foxnews was completely shilling for the gop not pretending to be impa ial shocked,Negative
god gives me unconditional love im going to give it to my family my friends and the people around me  kasich gopdebate,Positive
johnkasich surprises me again with his gaymarriage answer i like this guy gopdebate,Positive
these are great which is your fave  gopdebate  httpstcoeojrkb1ahs,Positive
  rixshep glennbeck and the projected losers in the foxdebate  gopdebate are  megynkelly amp chris wallace,Negative
knew gopdebate ratings would be through the roof it was compelling theatre reality tv at its finest httpstcokbx7kmfss7,Negative
  carmengoblue it is like miss america meets jerry springer gopdebate,Negative
  sobe acious defunding planned parenthood is not something to be proud of gopdebate,Negative
none is talking justice in america gopdebate httptcoh9agxpuz4a,Negative
"john kasich is a rino
gopdebate",Negative
best anal  ysis you will read about last nights debates gopdebate  httpstco1bamwckizf,Negative
trump the system is broken i know because ive taken advantage gopdebate,Negative
  patriotmom61 greta ask trump where he got his blue collar message httpstcojufzk92pmi gopdebate foxdebate greta httptcoa,Negative
weeklystandard jaycosttws realdonaldtrump your attempts to put him down are hilariously desperate gopdebate trump2016,Negative
  snarkyfieds does god talk to you is the final question i swear i thought this was an elaborate thedailyshow joke gopdebate http,Negative
how are you pro life but bitch about funding programs that provide for these lives looking to see where they do that at gopdebate,Negative
  liberalmmama this is the saddest most incomprehensible tweet ive ever seen gopclowncar gopdebate  httpstcoednuqwhpsh,Negative
  rambobiggs jeb bush sucks gopdebate,Negative
skipped gopdebate drinking games last night in favor of plain ol drinking and after reading recaps feel even better about that decision,Negative
  steveamiri this season of the bachelorette sucks gopdebate httptcotrkbupsudn,Negative
  otoolefan i figured megyn kellys last question would be do you believe santa claus is white  gopdebate,Negative
  cloudscribbles some countries dream of democracy and we make drinking games out of it gopdebate usausa,Negative
gop debate last night was interesting im super exciting to see where things go from here as we get closer to 2016 gopdebate,Positive
a debate without moderation httptcolpaeydgeek gopdebate,Negative
  hellojoshpaul foxnews hosts hogged 30 of the speaking time at the gopdebate whos running for president oh yeah not the moderator,Negative
  southernhomo yes im a democrat and i still watched the gopdebate because i want to be an informed voter and know candidates positio,Positive
"before the gopdebate 14 focus groupers said they had favorable view of frankluntz megynkelly amp foxnews  

after none did",Negative
so johnkasich says we should respects all take care of the poor amp the sick bad news hes not getting the gop  nomination  gopdebate,Positive
"candidates christian comments govmikehuckabee marcorubio
build a wall prostitutes illegals probi h cut medicare gopdebate",Negative
